Age,Income,Days,Holiday,Channel,Loyalty,Promo,Purchase
48,93876.0,19,0,Online,5.670996843311596,1,0
60,61567.0,26,0,In-Store,5.6459091618912645,1,0
60,38384.0,22,1,Online,5.689229963006637,1,1
36,65151.0,1,0,Online,5.123107841102631,1,0
51,57509.0,5,0,Online,5.093206432735312,1,1
49,68566.0,11,0,Online,6.570443045222647,1,1
54,68772.0,46,0,Online,7.6180985879251475,1,1
57,45094.0,52,0,In-Store,6.186452603526741,1,0
35,65276.0,20,0,Online,4.806673503964685,1,0
38,100330.0,8,0,Online,4.208631398312619,1,0
54,45185.0,23,1,Online,5.104315334285576,1,0
46,51672.0,5,1,Online,6.3105559299926375,1,0
23,34303.0,12,0,Mobile,4.774594623207676,1,1
28,85304.0,8,0,Online,7.1817157599790375,1,1
52,58617.0,31,0,Online,6.2168097492226995,1,1
53,29354.0,56,1,In-Store,4.091975724503218,1,0
32,35710.0,33,0,Mobile,4.905762517622227,1,1
56,42238.0,12,1,In-Store,5.814636899141018,1,1
43,85149.0,15,1,Online,6.933592788080485,1,1
35,62817.0,3,0,In-Store,4.504420328842447,1,1
39,56048.0,22,0,In-Store,5.721113745810671,1,0
33,45180.0,19,0,In-Store,5.484367335928595,1,1
39,60231.0,22,0,In-Store,6.427604853281255,1,1
26,47555.0,6,0,Online,5.673217867035199,1,0
44,86763.0,2,0,In-Store,4.787900217454356,1,1
51,63116.0,12,0,Online,5.400835281755965,1,1
32,39409.0,45,0,Mobile,6.885012055089774,1,0
45,45784.0,24,1,Mobile,3.868352621945528,1,0
37,93536.0,21,1,Mobile,4.859081659944516,1,1
52,55892.0,22,1,Online,3.1110873874292126,1,1
22,90898.0,20,0,Online,5.5831361023431345,1,1
52,64403.0,20,1,Online,6.8193708207919865,1,0
27,68736.0,12,0,In-Store,6.263257016994519,1,0
43,49244.0,5,1,In-Store,5.477671092910026,1,0
38,76206.0,17,0,Online,5.726629689348664,1,0
41,36055.0,1,0,Mobile,5.077706509455695,1,0
30,45066.0,8,0,Mobile,6.792578889078365,1,0
62,67010.0,10,0,Online,6.515334356514732,1,1
32,54176.0,29,0,In-Store,5.75923345640139,1,0
33,60717.0,2,0,Online,5.584082401573096,1,0
63,70628.0,20,0,In-Store,6.264999663462429,1,1
48,59243.0,14,0,Online,6.80653553266327,1,1
32,61766.0,48,0,In-Store,5.902657857581757,1,1
44,96933.0,15,0,In-Store,6.473352652774688,1,1
43,20089.0,7,1,In-Store,3.7996255620244748,1,1
28,50295.0,14,1,Mobile,6.408334447188426,1,0
37,56221.0,3,0,In-Store,4.810528816488881,1,0
45,78872.0,17,0,Online,4.450997944531672,1,1
58,75189.0,21,0,Online,4.952868560753859,1,0
43,20000.0,13,1,Mobile,5.4681612828909625,1,0
44,82378.0,3,0,Online,5.713595595113137,1,1
37,62111.0,7,0,In-Store,5.522848457209088,1,1
56,74546.0,5,0,Online,7.561412173123987,1,1
54,49191.0,8,0,Mobile,4.51193905576365,1,0
53,72259.0,17,0,Mobile,4.612944627672974,1,1
46,68184.0,6,0,Online,4.933644569633745,1,1
29,57740.0,42,0,Online,4.501635453027336,1,0
56,92582.0,13,0,Mobile,5.673508632689326,1,1
46,106152.0,5,0,In-Store,6.51195085493262,1,1
42,59107.0,29,0,In-Store,4.245407262823958,1,0
49,27560.0,3,0,Mobile,4.905438344574733,1,0
47,70505.0,17,0,In-Store,5.001418530079803,1,0
34,45016.0,14,0,Online,6.204602570364961,1,0
42,66606.0,13,0,Mobile,5.289812489413659,1,1
26,68998.0,0,0,Mobile,5.585269695326335,1,1
46,63378.0,10,0,In-Store,7.313652395011407,1,0
58,39425.0,8,1,Mobile,6.639126024227538,1,0
27,31228.0,7,0,Online,4.64638574487488,1,0
46,38024.0,17,0,Online,5.088019152063008,1,0
52,58053.0,16,0,Online,4.744816312999828,1,0
53,88769.0,10,0,Mobile,6.631631439170479,1,1
38,54016.0,37,0,Online,3.9515919013547163,1,1
34,82079.0,26,0,Mobile,6.212819787640301,1,0
39,21289.0,31,0,Mobile,5.91702464281185,1,0
57,69556.0,26,0,Online,6.2230133976663025,1,1
28,92640.0,19,1,In-Store,5.41486012970126,1,1
33,42217.0,1,0,In-Store,3.5452467770263687,1,1
40,56567.0,10,0,In-Store,7.590360978067675,1,1
35,62858.0,17,0,Online,6.3849164033505295,1,0
45,74385.0,16,0,Mobile,4.975014049499774,1,0
59,37505.0,5,1,Mobile,4.876687736612635,1,1
33,35443.0,8,0,Online,4.037753738120209,1,0
44,73743.0,32,0,Online,6.899734767294279,1,0
45,70561.0,23,0,In-Store,5.188484494061564,1,1
42,40746.0,22,1,In-Store,3.8022907128525976,1,1
29,72538.0,15,1,Mobile,6.12232690430754,1,0
39,57395.0,8,1,Online,5.322652829330438,1,1
39,42059.0,16,0,Mobile,3.856601038680352,1,0
51,43490.0,39,1,In-Store,5.654727067537324,1,1
49,54002.0,24,0,Online,6.152168242871086,1,1
29,116913.0,8,0,Online,6.525563718980222,1,1
41,64329.0,6,0,Online,4.755217305793603,1,1
40,43646.0,27,0,Online,6.879577761549595,1,0
65,44144.0,33,0,In-Store,3.9090991499750114,1,0
48,72532.0,14,1,In-Store,6.5039622370603505,1,1
34,58565.0,17,0,Online,5.540792382538314,1,0
37,59185.0,11,1,Mobile,5.017796849147552,1,1
41,51088.0,3,0,In-Store,4.494719200334752,1,1
49,35988.0,25,0,Online,6.612192426408061,1,0
50,61862.0,8,0,In-Store,5.869588431156495,1,0
47,101535.0,11,0,In-Store,6.285365023588676,1,1
43,57707.0,8,0,Mobile,7.67629454711987,1,1
44,58133.0,35,1,Online,5.269710643368967,1,1
44,72165.0,14,1,Mobile,6.556694696687491,1,0
27,59870.0,3,1,Online,5.181418658183915,1,1
44,42454.0,35,0,Mobile,5.832995284129551,1,0
39,50549.0,23,0,Online,3.9739634781321227,1,1
28,49162.0,7,0,In-Store,5.501450512631661,1,0
69,76626.0,11,0,Online,4.551517910474569,1,1
48,47644.0,30,1,In-Store,4.288329218966501,1,0
45,36775.0,3,0,In-Store,5.522437820402338,1,0
41,82861.0,25,1,In-Store,6.072089418087025,1,1
52,77286.0,24,0,Online,4.636822018669877,1,1
33,66011.0,64,0,In-Store,5.423098630310056,1,0
42,46113.0,22,0,In-Store,5.752468899799273,1,1
35,20000.0,31,0,In-Store,3.4447931955808064,1,0
52,104526.0,38,0,Mobile,4.594137819107657,1,1
37,106397.0,19,1,In-Store,6.527040048330973,1,1
56,62923.0,13,0,Online,6.062628377757712,1,1
44,63292.0,13,0,Online,5.5732980736994495,1,0
53,44311.0,35,0,In-Store,6.084131159108048,1,1
49,20000.0,5,0,Online,3.755193907954774,1,0
56,55059.0,3,1,In-Store,3.649733049186274,1,1
36,20000.0,27,0,Mobile,5.092264042739345,1,0
54,75727.0,15,0,Online,6.798746072814287,1,1
26,66867.0,59,0,Online,5.765305866692429,1,0
45,43346.0,30,0,Mobile,3.7611389541577083,1,0
40,76196.0,48,0,Online,8.507312107661518,1,0
31,83307.0,8,0,In-Store,4.002639722838888,1,1
36,60285.0,18,0,In-Store,6.520530147414984,1,0
39,55357.0,17,0,In-Store,5.663202509344284,1,0
43,58587.0,16,0,In-Store,6.381134301715945,1,0
40,95771.0,23,0,Online,7.109300155542644,1,1
46,61540.0,41,1,Online,6.818778984800393,1,1
37,71583.0,10,1,Online,5.433809314679363,1,0
40,98863.0,27,0,Online,4.889202484010715,1,0
42,40550.0,5,0,In-Store,4.876066968564835,1,1
47,20000.0,2,1,Online,5.051245468486983,1,1
53,61914.0,22,0,Online,6.07336867394625,1,0
54,73817.0,69,0,Online,7.884114820667389,1,0
47,42941.0,9,0,In-Store,6.0356918430338435,1,0
49,70212.0,27,0,Online,5.129106090389369,1,1
48,86139.0,21,0,Online,6.131968224277894,1,1
42,24865.0,6,0,Online,4.603259016310053,1,0
54,39698.0,44,0,In-Store,6.089736427339311,1,0
36,67523.0,20,0,In-Store,5.162189152619614,1,0
25,40522.0,18,0,Mobile,4.283737268278363,1,0
35,50560.0,18,1,In-Store,5.731228253157105,1,1
59,66841.0,19,0,Online,6.724474273776092,1,0
42,36212.0,14,0,In-Store,6.616433016814628,1,0
48,22304.0,23,0,In-Store,6.4088484507310195,1,0
42,50016.0,19,0,Mobile,7.126657640327079,1,0
51,65239.0,4,0,Online,5.430826775064266,1,1
46,75148.0,9,0,Online,6.730530243086319,1,0
44,34417.0,13,0,Online,6.345564163680024,1,1
51,42074.0,14,1,Mobile,5.018305604801917,1,0
40,75006.0,9,0,Online,4.7215661777285165,1,1
49,35975.0,31,0,Online,6.097448194386977,1,0
43,40655.0,4,0,In-Store,5.764076697621303,1,1
44,88736.0,15,0,In-Store,6.283721843244576,1,1
37,51315.0,6,0,Mobile,4.8074640418129215,1,0
43,36968.0,23,0,In-Store,6.604275633810775,1,0
40,62855.0,35,0,Online,6.693375002999294,1,0
56,72061.0,21,0,Online,6.285916859915739,1,1
28,69252.0,26,1,In-Store,4.662069122602773,1,0
54,57866.0,3,0,Online,5.391664997117522,1,1
28,44018.0,26,1,In-Store,4.8059930330564455,1,0
50,92660.0,10,0,Online,6.299959346491818,1,1
37,80664.0,11,0,Online,6.161568019305207,1,1
51,47096.0,15,0,Online,7.338979076462031,1,0
44,59715.0,18,0,In-Store,5.6616113399583945,1,1
31,43508.0,33,0,Mobile,4.022130912717035,1,0
59,63680.0,18,0,Online,4.997139340939586,1,0
53,62835.0,30,0,In-Store,5.382146702957227,1,0
50,66685.0,14,0,Online,4.1734436138060635,1,0
39,88753.0,29,0,Online,4.9462669717255014,1,1
53,74450.0,11,0,In-Store,6.524696441137837,1,0
32,44283.0,28,0,In-Store,5.54202651486601,1,0
23,38169.0,3,0,Online,5.870980342065125,1,0
29,65535.0,11,0,In-Store,5.165501276133277,1,1
36,74145.0,42,1,Online,5.742145042045109,1,1
37,103917.0,12,0,Mobile,5.37141207693189,1,1
41,33160.0,33,0,In-Store,6.165835117448424,1,1
41,77450.0,13,1,Mobile,5.472736082320653,1,1
39,49994.0,49,0,Online,3.6278090016868756,1,0
24,95148.0,15,0,In-Store,5.945362941854826,1,1
47,52614.0,67,0,Online,5.39669504288283,1,0
42,83557.0,36,0,Online,5.812597043623869,1,1
38,110271.0,11,0,Online,5.650494445668309,1,1
59,69783.0,4,0,Online,5.103281987936048,1,1
43,44987.0,11,0,Online,5.808689525202758,1,0
46,48021.0,14,0,In-Store,6.4778228044149015,1,0
53,40962.0,28,0,In-Store,4.668839259718222,1,0
30,46803.0,59,0,Mobile,6.680911143850264,1,0
45,45756.0,20,0,Mobile,5.607605429745405,1,0
53,108298.0,8,0,Online,6.502501922989427,1,1
44,44475.0,25,0,In-Store,6.124331458908737,1,1
32,62945.0,14,0,Online,5.506542723507605,1,0
40,68687.0,12,0,Online,5.276403741840971,1,1
47,67998.0,8,1,Mobile,5.634404464020224,1,1
24,96429.0,36,0,Online,5.387994957701837,1,0
31,30993.0,10,0,Online,4.994570109717741,1,0
65,34333.0,29,0,In-Store,4.071397370395341,1,1
50,41558.0,19,1,Online,5.889181609718625,1,0
60,88680.0,8,0,Online,4.59922709940194,1,1
54,70817.0,12,0,In-Store,5.174915546290167,1,0
49,99321.0,29,0,Online,7.137251578947294,1,1
42,21756.0,14,0,In-Store,4.793496418096877,1,0
49,72146.0,53,1,Mobile,7.396217247083045,1,1
59,69265.0,30,0,Mobile,5.479605875551023,1,1
53,27321.0,1,0,Online,5.5452877970753995,1,1
47,68985.0,4,0,Online,5.043029626727153,1,0
43,69851.0,4,0,In-Store,6.125157067261112,1,0
50,47095.0,22,0,In-Store,4.074617601826831,1,1
40,70534.0,5,0,Online,4.000047560436508,1,1
50,38195.0,13,1,Online,4.44295176253323,1,0
38,74665.0,11,0,Online,6.043150862505955,1,0
41,83754.0,13,0,In-Store,6.782154049715796,1,0
35,43279.0,9,0,In-Store,6.5671182754111195,1,0
41,78523.0,12,0,Online,5.279969837573386,1,1
38,30797.0,12,0,In-Store,4.809032885153815,1,0
62,62366.0,15,0,Online,6.101954190671869,1,1
36,60896.0,4,0,Online,5.229700844983382,1,0
49,52905.0,6,0,Mobile,7.17849651143891,1,0
36,52493.0,64,1,In-Store,5.122336296752467,1,0
45,92923.0,3,0,Online,6.188401003856821,1,0
48,20000.0,4,1,Online,6.063012978104737,1,1
26,91094.0,7,0,Mobile,3.481839460045755,1,1
31,33872.0,10,0,Online,3.554904866401016,1,0
35,94146.0,27,0,In-Store,5.313119374767371,1,1
32,80221.0,17,0,In-Store,7.527577536394292,1,1
46,67960.0,17,0,Online,4.887887875145387,1,0
47,84313.0,6,0,Online,6.831347929673104,1,1
34,50487.0,14,0,Online,5.624974014009192,1,1
46,70908.0,5,1,Mobile,4.834326638428371,1,1
41,57411.0,16,1,Mobile,5.212477560873015,1,0
44,66438.0,25,1,In-Store,6.725163343193788,1,1
39,77147.0,4,0,In-Store,6.030752511221233,1,1
50,72035.0,23,1,In-Store,4.11215989359969,1,1
61,52221.0,8,0,Online,6.580844079314437,1,1
53,62013.0,7,0,Mobile,5.586393257069616,1,1
59,57509.0,8,1,Online,6.324774312141929,1,1
31,47136.0,73,1,Online,5.83190207554174,1,1
38,80884.0,4,0,In-Store,6.410440188918297,1,1
51,86217.0,12,0,Online,4.293146298108393,1,1
60,107330.0,70,0,In-Store,6.935351853929834,1,1
52,45478.0,7,0,In-Store,6.7262004052042625,1,1
35,81642.0,5,0,Online,5.38256415593503,1,1
41,67638.0,2,1,Mobile,7.740537668576685,1,1
48,54654.0,1,1,In-Store,4.860537415873008,1,0
43,77551.0,48,0,Online,4.658566879579374,1,1
37,61240.0,15,0,Online,6.145528456572087,1,1
42,58285.0,32,0,In-Store,6.162615156609938,1,0
45,58962.0,43,0,In-Store,5.793839381549687,1,1
34,45933.0,14,1,Online,5.671018251402793,1,0
55,85373.0,4,1,Online,5.083400493377551,1,1
41,63211.0,26,0,Mobile,6.53308312750822,1,1
44,75785.0,7,0,Online,5.00021533922154,1,1
55,92180.0,5,0,Mobile,6.514524891384688,1,1
44,42134.0,76,0,In-Store,6.302341220119192,1,1
55,110042.0,3,0,In-Store,4.75862303621627,1,1
35,61976.0,7,0,Online,3.6370435407387687,1,1
49,68847.0,21,0,In-Store,7.1369050610706495,1,1
53,75817.0,33,0,In-Store,6.1896289514996345,1,1
37,42100.0,22,0,In-Store,6.330618009202728,1,0
43,43936.0,9,0,Online,4.784969720038054,1,0
43,54920.0,13,0,Online,5.700839518535968,1,1
47,62481.0,14,0,Mobile,5.739058932214333,1,1
50,43872.0,22,1,In-Store,6.032381111132354,1,0
36,32453.0,17,0,In-Store,4.73698544984555,1,0
44,83101.0,19,0,In-Store,5.188359570057056,1,1
61,38117.0,14,0,Online,6.251143040075906,1,1
56,78295.0,10,1,Online,5.030346467868199,1,1
53,36190.0,6,0,In-Store,6.904820247292625,1,0
43,46418.0,10,0,Online,6.7877252192735344,1,1
66,56476.0,9,0,Online,5.123129917605229,1,0
55,105686.0,6,0,Online,5.8122065574836626,1,1
45,63816.0,40,0,In-Store,6.170162312685004,1,1
47,65347.0,10,0,Mobile,7.114417349816318,1,0
40,57220.0,32,0,Online,4.712007550566663,1,1
49,42262.0,17,0,In-Store,6.121807553362177,1,0
51,73639.0,21,0,Online,7.0238673344346685,1,1
52,60587.0,34,0,Online,5.865264554884933,1,1
43,88127.0,8,0,Online,7.870722050992376,1,0
30,37000.0,32,0,Mobile,5.341046122908029,1,0
47,86840.0,4,1,In-Store,6.412242285904967,1,0
52,64646.0,6,0,In-Store,6.7616626280316785,1,1
35,44251.0,32,0,Online,3.5623268604746405,1,0
44,66124.0,7,0,In-Store,3.9597347308065585,1,1
58,43697.0,15,0,Online,4.34578546097279,1,0
33,83912.0,5,0,In-Store,6.05923013780628,1,1
42,57710.0,53,0,Online,4.039534155656387,1,1
60,43975.0,27,0,Online,3.4910909425726597,1,1
47,48904.0,21,1,Mobile,6.001698170220874,1,1
40,44223.0,12,1,In-Store,7.299005659781088,1,1
45,90749.0,20,0,Online,6.968026658223487,1,1
53,37433.0,3,1,Online,6.247716298752318,1,1
43,58638.0,15,1,Online,4.187730190204583,1,1
51,65145.0,6,1,Mobile,6.7060794298969055,1,1
47,51188.0,24,0,Online,5.180548781438966,1,1
48,33026.0,34,1,Online,4.375419072170468,1,0
52,101865.0,10,0,In-Store,6.036583052601629,1,1
42,53495.0,30,0,In-Store,5.585245709943821,1,0
36,33753.0,16,0,Mobile,6.479649771867145,1,0
50,44443.0,40,0,In-Store,5.233024991395568,1,0
44,62405.0,31,0,In-Store,6.579440742914565,1,1
41,56519.0,27,0,Online,5.031505788997512,1,0
50,31949.0,33,0,In-Store,6.898291271340836,1,0
58,66094.0,10,0,In-Store,6.879878452843808,1,1
43,36590.0,10,0,Online,4.257571997881776,1,0
45,75484.0,33,0,Online,6.077657680403275,1,0
33,67779.0,18,0,Online,6.496608466516976,1,0
43,53983.0,23,0,Mobile,4.492765394262449,1,0
47,125174.0,1,0,Mobile,5.2326983953429345,1,1
45,48736.0,7,0,In-Store,4.082771836850308,1,1
41,57595.0,8,0,Online,6.576805585585026,1,1
52,91285.0,11,0,Online,6.831765867603094,1,1
46,75929.0,11,0,Mobile,7.199781331323645,1,0
71,42041.0,23,1,Online,4.877609041289878,1,1
47,67734.0,15,0,Online,5.317247263479358,1,1
18,80098.0,16,0,Mobile,7.659881868702655,1,0
34,20000.0,27,0,In-Store,6.506089418409934,1,0
50,52124.0,7,0,Online,6.127123923729113,1,0
39,96471.0,1,0,In-Store,7.999570744935121,1,1
39,46309.0,11,0,In-Store,5.129225020295332,1,0
33,89690.0,7,0,Mobile,6.8797437515227475,1,1
40,44924.0,56,0,In-Store,6.049540789020887,1,0
47,64333.0,13,0,Mobile,5.1214903489804815,1,1
49,61636.0,9,0,In-Store,4.955217562846178,1,1
35,45420.0,11,0,Online,4.752077085228451,1,1
53,24932.0,21,0,In-Store,5.375990596593489,1,0
33,76540.0,30,1,Mobile,5.849690437701936,1,1
49,48206.0,6,0,Online,3.0065624128702737,1,1
48,100642.0,12,0,Online,6.302149428145266,1,1
36,54165.0,55,0,In-Store,7.041051374367789,1,0
34,57229.0,1,0,In-Store,5.605887249798871,1,1
49,69435.0,15,0,Online,5.886991572967018,1,1
39,44854.0,2,0,Online,4.878768669336726,1,1
43,59375.0,30,0,In-Store,5.008792201139643,1,1
52,27126.0,13,0,In-Store,4.276989390109306,1,0
50,77816.0,27,0,In-Store,6.413809481001292,1,1
36,28948.0,14,0,Online,6.686164433546162,1,0
44,77439.0,31,0,Online,5.738649771002117,1,0
36,53440.0,7,0,Mobile,6.078742462974141,1,0
54,46733.0,3,0,Online,6.40577338574853,1,0
60,50983.0,34,0,In-Store,6.131306847462195,1,1
37,69106.0,48,0,Online,6.061850057112125,1,1
45,68436.0,34,0,Online,5.911276502111081,1,0
54,51553.0,48,0,Online,4.723514602932825,1,0
45,43396.0,26,0,Online,6.548066508575661,1,0
51,36083.0,10,0,In-Store,4.837774600758189,1,1
46,20000.0,28,0,Mobile,5.939528393516122,1,1
34,84801.0,54,0,In-Store,5.492374878795636,1,0
46,66045.0,30,0,In-Store,5.553695024713088,1,1
56,85026.0,8,0,Online,7.551871241523266,1,1
48,79939.0,11,1,Online,5.738807443811844,1,1
61,80557.0,12,0,In-Store,6.0947548095993405,1,1
27,50419.0,41,0,Mobile,4.954528203641228,1,0
49,63082.0,54,0,In-Store,6.230783123727173,1,1
39,40245.0,15,1,Online,5.804854961487164,1,0
36,71410.0,32,0,Online,5.5207494281469565,1,1
58,63438.0,19,0,Online,6.567511009930523,1,1
42,69780.0,21,0,Online,5.918023039733398,1,1
41,57914.0,14,0,Mobile,2.7686222717839484,1,1
48,82899.0,20,0,Mobile,5.219875486118363,1,1
23,49787.0,20,0,Online,6.932783746307344,1,0
59,41009.0,19,0,In-Store,2.908100095858109,1,0
64,90282.0,21,1,Online,6.559247166697453,1,1
54,70938.0,11,0,Online,5.554578109307587,1,1
49,53138.0,34,1,Online,6.982274388376895,1,1
43,27455.0,57,0,Online,6.108562712050194,1,0
34,51456.0,14,0,Mobile,6.580892161601398,1,0
57,20000.0,8,0,Online,5.211425079067272,1,0
54,41370.0,16,1,In-Store,6.884416064609239,1,0
50,50762.0,11,0,Mobile,5.083135930810766,1,1
48,72979.0,16,0,Online,6.470080617183054,1,1
48,59602.0,11,0,Online,4.95104293405419,1,1
40,42677.0,7,0,In-Store,5.854120089790669,1,0
70,83849.0,16,0,Online,4.0922842162500475,1,1
42,38350.0,23,0,Online,4.885578590621094,1,0
41,20003.0,11,0,Mobile,5.132698768761976,1,0
56,77531.0,32,0,Online,5.607322657809776,1,1
45,50920.0,13,0,Online,6.462561878024674,1,0
45,74674.0,17,1,Online,4.783925130591166,1,0
59,44590.0,23,1,Online,5.522878083035245,1,1
52,44844.0,16,0,In-Store,5.659201484077865,1,1
52,35715.0,2,0,Online,7.165712328314258,1,1
31,63784.0,17,0,Online,5.532453750686004,1,0
49,73697.0,14,0,Online,6.616523853483859,1,1
35,79342.0,17,0,Mobile,5.393050014095934,1,1
40,89488.0,38,0,Online,7.1643457600706455,1,1
47,70415.0,25,0,In-Store,7.10814563497046,1,0
45,39769.0,6,0,Online,4.6555132763814475,1,1
52,85633.0,3,1,In-Store,5.446197782096772,1,0
53,63055.0,21,0,Online,4.626218587551275,1,1
53,77667.0,54,1,Online,4.821720808086223,1,1
32,51828.0,8,0,Mobile,5.1009587039583995,1,0
69,62821.0,16,0,In-Store,5.354384872688937,1,1
45,62738.0,3,0,Online,5.761832427578607,1,1
57,38057.0,8,0,In-Store,4.832676804602393,1,0
20,24194.0,39,0,Online,4.841209048906071,1,0
42,51618.0,26,0,In-Store,6.302193548749852,1,1
30,89232.0,24,1,Online,7.060100002329496,1,1
36,54435.0,6,0,In-Store,4.845486399665397,1,0
46,59884.0,32,0,Online,5.482958490885013,1,0
42,58754.0,12,1,Online,7.278424311341954,1,1
58,79825.0,28,1,Online,6.1272949385473,1,1
63,36280.0,22,0,In-Store,6.1040476580564205,1,0
35,76273.0,7,0,In-Store,6.740099424081174,1,0
40,56301.0,4,0,Online,5.727959827423642,1,0
35,59550.0,7,1,In-Store,6.1290958412794305,1,1
57,68681.0,5,0,In-Store,4.533304558475051,1,0
47,58676.0,5,1,In-Store,5.976332037392594,1,1
45,65771.0,10,0,Online,5.31969683652823,1,1
48,47571.0,32,0,Online,5.405923166942698,1,1
42,83683.0,12,0,In-Store,4.746588256958061,1,0
36,62235.0,9,0,Mobile,3.62972209721939,1,1
46,79978.0,22,0,In-Store,6.442199951022104,1,0
42,70867.0,15,1,In-Store,4.796429884691889,1,1
48,78387.0,20,0,In-Store,6.584637539630213,1,1
29,78431.0,35,0,Online,4.930853004663496,1,1
47,65171.0,14,0,Online,6.404684480156109,1,0
38,78510.0,36,1,Online,5.33451623963359,1,1
47,68582.0,34,0,Mobile,5.432770821358559,1,0
54,100334.0,19,0,Online,6.869207089783564,1,0
39,63060.0,22,0,Mobile,5.791585725689401,1,1
57,67896.0,10,0,Online,4.772059807163157,1,0
28,75290.0,28,0,Online,6.529417269192431,1,0
60,50335.0,12,0,Online,3.654720715738846,1,0
57,77589.0,4,0,Mobile,6.539158039400874,1,0
36,52087.0,3,0,Online,4.925731517471704,1,0
36,51294.0,13,0,In-Store,6.44646702969283,1,0
30,50769.0,6,0,Online,3.95130168472509,1,0
54,20000.0,28,0,Online,4.116655337185346,1,0
42,68479.0,41,0,Mobile,6.872407306085849,1,1
41,60866.0,5,0,Online,7.226009295033895,1,0
34,61826.0,26,0,In-Store,4.523363191165308,1,1
63,70244.0,8,0,In-Store,6.542458346506976,1,1
35,59767.0,11,0,Online,5.54226214848457,1,1
45,74262.0,21,0,In-Store,6.051400413189693,1,1
47,47827.0,22,0,In-Store,5.070962352221868,1,0
41,37103.0,10,0,In-Store,6.267131211030368,1,0
39,55563.0,70,0,Online,5.669400124782248,1,0
41,63675.0,17,0,Online,6.794854193984902,1,1
51,66407.0,74,0,In-Store,6.480429633579262,1,0
42,65947.0,25,0,In-Store,5.403617991951987,1,1
61,107426.0,5,1,Mobile,5.646212468613088,1,1
37,20000.0,16,0,Online,4.1225054289540735,1,0
53,66258.0,6,0,Online,5.988638424585868,1,1
27,52204.0,10,1,In-Store,5.684152085858824,1,0
37,73378.0,32,0,In-Store,5.492082393151474,1,0
37,69230.0,20,0,Mobile,5.193492625994214,1,0
34,55300.0,2,0,In-Store,5.32003324270507,1,1
48,38327.0,11,0,In-Store,6.543231811302911,1,1
44,50193.0,4,0,In-Store,3.789648797301931,1,0
22,54066.0,21,0,Online,4.719008098603892,1,0
65,36733.0,14,0,Mobile,5.581092822227559,1,1
47,79657.0,19,0,Online,6.204481880857302,1,1
45,87052.0,17,0,Mobile,4.767546489939985,1,1
58,45442.0,34,0,Online,7.0126148533511845,1,0
55,23982.0,37,0,Online,5.133058146289582,1,0
42,48608.0,12,0,Online,5.332164763110825,1,1
25,29926.0,15,0,Mobile,6.173745383548273,1,0
51,72139.0,9,1,In-Store,6.705506569294404,1,1
35,45663.0,29,0,Online,5.397285323806748,1,0
57,28150.0,5,0,Online,5.395491074352725,1,0
37,35613.0,30,0,Online,6.995856938260948,1,1
40,32055.0,4,0,Online,4.22320155381847,1,0
32,74698.0,9,1,Mobile,5.8943052576614985,1,1
32,44143.0,6,0,Online,6.12179821457149,1,1
44,56672.0,17,0,In-Store,4.147524978239868,1,0
43,61414.0,35,1,Online,4.891479144770584,1,1
40,37405.0,9,0,In-Store,5.63436712424317,1,0
66,29151.0,77,0,Online,6.339627085098534,1,0
51,55019.0,30,0,Online,5.130608227865384,1,1
45,84189.0,6,0,Mobile,7.09865770659385,1,1
18,49067.0,17,0,Online,4.348405344283964,1,0
53,98386.0,5,0,Online,6.342087658768075,1,1
75,52545.0,11,0,Online,6.0763800638905625,1,1
43,38779.0,26,1,Online,6.8379156623092,1,0
37,48173.0,35,0,In-Store,6.506973792002739,1,0
47,20000.0,11,0,Online,6.175466577769705,1,0
31,68973.0,7,0,Online,4.809210243229888,1,1
50,53728.0,15,1,Online,4.516427222724562,1,1
60,44345.0,7,1,In-Store,6.413346395400768,1,0
38,91259.0,15,0,In-Store,3.9456708357552146,1,1
39,48460.0,11,0,Online,3.782756787930071,1,1
44,75763.0,14,0,In-Store,5.494860126827264,1,1
40,57075.0,6,0,Mobile,3.8133205318861347,1,1
30,77542.0,14,1,Online,7.809828015051018,1,1
41,66251.0,12,0,Online,3.808583468647476,1,1
39,70317.0,8,0,Online,5.959972531681671,1,1
59,50316.0,9,0,Mobile,5.169055409111626,1,0
57,64295.0,3,0,In-Store,5.2816385726322395,1,1
59,52244.0,16,0,In-Store,5.271840348877916,1,0
53,35240.0,6,0,In-Store,6.136110499814839,1,0
47,39344.0,30,0,In-Store,5.199711582956465,1,0
36,49264.0,29,0,In-Store,7.3375207947618,1,0
58,64003.0,10,0,Online,7.033564341232788,1,1
48,71206.0,11,0,Online,5.774933149776911,1,1
33,79721.0,16,0,In-Store,5.608353252171575,1,1
36,91715.0,20,0,In-Store,5.952068690992735,1,0
32,46726.0,47,0,In-Store,5.643298929481031,1,0
24,87687.0,35,0,Online,4.244146576651985,1,1
49,36522.0,21,1,Online,5.493376999202324,1,1
33,61071.0,5,0,In-Store,6.100358754538869,1,0
37,36219.0,3,0,Online,4.904319791612385,1,0
45,45662.0,12,0,Online,7.098461888274091,1,0
43,31521.0,11,0,Online,6.019754095235165,1,0
38,60313.0,4,0,Online,5.23392655574599,1,1
60,42635.0,6,0,Online,5.179481460508516,1,1
30,47777.0,22,0,Online,4.325260086040791,1,1
30,47383.0,9,0,Online,5.780485415415781,1,0
50,48956.0,30,1,Mobile,5.6557694221932,1,1
